labels_merged,x,y,crispr_guides2,pdam,exdam,idam,irm,img,hm
DAMs_Inf,8.32658482142463,1.5276205924412682,KO35,0.9973494770749766,-0.17635128459785088,2.3822939421737446,1.072699009947554,-0.5007998835899998,0.6090721955525618
DAMs_Inf,10.285389353338562,4.18726820366453,CTRL,0.17714578638309925,1.0948697449988065,1.3198377533986276,1.8595841095634953,1.5866881631674319,-1.7673752922617478
DAMs_Inf,8.412641848539563,-0.8119840098684318,KO12,-0.3668372610989073,-1.1444309048311045,0.45073427042312264,0.2937691716497945,0.054959531036755827,-2.2198934728433426
Homeostatic_Act,3.337814115105439,1.333788033907525,KO19,-0.7677692681688179,-1.1795298733594466,0.2708649214135466,0.3756092949781842,0.5840487738243534,0.598409320526794
DAMs,9.281794066235243,8.066799708149631,KO26,-0.020307851444259062,-0.3805611619033398,-0.2143323285469322,-0.056713807735854896,-1.066130533768968,-1.94717832211836
Homeostatic_Act,2.966628902712819,2.218206771013633,KO22,-0.7799620708965485,-0.023948406027742064,0.5886450533208467,-0.46554917170010196,0.27091389251290554,1.0832355666690012
Homeostatic_Act,2.070417663989023,1.0248579461542853,KO29,-1.4051346717293658,-0.9198852576528667,-0.2546808735513197,0.1957171461906983,0.13638784199765158,1.9706037488694568
DAMs,10.0722042620077,7.314648719372014,KO39,1.1541523209806268,0.7975431059276556,-0.6188783151502749,-0.8208949540389172,-0.3534003757629728,-1.0618795317317518
DAMs_Inf,6.442198664711204,0.8983783558813464,KO18,0.07546116935517469,-0.5001215414599605,-0.2648518695492298,0.9510940030937731,0.273406409087919,-1.190367897461214
Homeostatic_Act,1.4774856634778872,3.1990081342758785,KO34,-0.30531981223420995,-0.4790544609371291,-0.04909457201837389,-0.3777621356299315,-0.10359194178306991,1.4744525011374048
Homeostatic_Act,0.6949741079569614,4.097269680534851,KO4,-0.3999299900567484,-1.0244900830902632,0.4966107501846607,0.34521636119291416,0.08293002980042324,1.1933982494579747
DAMs,11.826368539093549,9.180811250866274,CTRL,1.0891390843677446,-2.018080992384558,-0.24941715210997953,-0.3074117437518273,-0.434649072464126,-0.6490368208082445
DAMs2,10.435042686690712,3.165998018120658,KO24,0.6890607929472249,0.4677511641155564,-0.07152682727811382,-0.2817784016394703,-0.1636760006193016,-2.0124405017726583
DAMs_Inf,6.055629933351875,2.254391460386265,KO37,-1.58067986832602,-1.2995351952074992,0.015105284785621509,-0.5459137802293388,-0.5292972711348308,-0.19214082276514438
DAMs,8.321625570028909,7.578039902071724,KO19,2.0278716933302414,-0.45130289611681507,-0.7783458368760323,-0.3377133303946956,0.07831864489813767,-1.4197827500383275
DAMs,9.737714248991434,7.608713509358472,KO28,-0.5852288636942968,-0.6121727311491142,0.42699479173711125,-0.5800526623462915,0.20418648067688094,-1.8630432759161475
DAMs_Inf,6.225052818160152,-1.178950584006135,KO32,0.3043160048659929,0.058260192739409994,-0.009283843787208257,0.5669855025577019,-0.7673960206436207,-1.4154720751977417
DAMs,9.800456537943662,7.34272404880406,KO19,1.5359247636737723,-0.8718709903874265,-0.46942082065678314,0.11633136520517877,0.035759519171320475,-0.7550913401537329
DAMs_Inf,10.108391936701207,-0.039822684396102925,KO38,-0.9363287572707661,0.2608259187359668,1.0619199870901679,1.7533442103059729,0.42142365525257897,-1.3636139768951914
DAMs_Inf,7.046888743329937,-0.5882603023337952,CTRL,-1.2152523676899414,0.40293550129103267,0.720081967819568,-0.4414312915657335,0.202152760537053,-0.025501676267539075
DAMs1,8.656652140874423,4.648324319313611,CTRL,1.0416653956480024,0.5168401388750302,0.31519087159438813,0.7054093814155578,1.1328137179021784,0.9045433786011958
DAMs1,6.829613670368434,3.096427257378129,KO13,0.6919922698222797,0.26963699371615324,0.2920725935659067,1.2372236387872086,-0.11448181150969382,-0.5399512056745237
DAMs2,10.229547206415864,0.9382483165402398,KO18,0.41843679248637466,0.03371980565501431,1.198195881441174,-1.0717678350000048,-0.22880208578452732,-1.7633928651718387
Homeostatic_Act,1.362178701269534,2.5598362026480608,KO7,-0.7066225688872573,0.2022662776587626,0.9238683089493159,-0.033878660812716205,0.2522711456588319,-0.9088995851441083
DAMs_Inf,6.606421249012324,2.0728965190761772,KO3,-1.3616502015538121,0.3566610400600536,-0.6367139950412909,-0.7525496061244663,-0.6476980471438065,-0.36382201962417476
Homeostatic,4.888367621052507,6.120986520718557,KO38,-2.0583270134794134,-0.007108767085621803,-0.795971656947596,-0.9414928045398954,1.1795589614235795,0.3119597726045453
DAMs,9.131591952593359,7.691844312460789,KO40,1.385619765284443,-0.05318683489356088,-0.6431645026847664,-0.29924067270068433,-2.245171544971578,0.015356797000037892
DAMs_Inf,7.268741909478112,2.5645633028055346,CTRL,0.9117174390994617,-0.5201539908768773,0.12531131989341676,0.34421314125755514,-1.1955529143503514,-0.4230309649950957
DAMs,11.357644563623765,8.73285237658369,KO10,0.6044752220872305,0.4203454466037666,-0.9934618535816568,0.44599853681450713,0.4431571091886727,0.4675818488207185
DAMs_Inf,7.060576860079737,0.8819184110354245,CTRL,-0.5911384640732481,0.13323463036859937,1.2527498388585985,-0.026529269333458727,-1.0533264741557968,-0.14296265383811302
Homeostatic_Act2,8.897870209049293,2.546856484260579,KO7,-0.3685330117154144,-0.7710212682585558,0.6230331498460464,-0.17696900032391022,-0.554806283055596,-0.3033740234490817
Homeostatic_Act,3.0945151029629923,0.614640523378406,KO24,-1.0929771347810704,-0.8960510219568362,0.3860236429714368,0.1815040792432261,0.16856323565655967,1.1541281736198234
Homeostatic,3.885518280522058,6.02963234436014,CTRL,-0.6351737143113069,-0.26646386525498095,-0.41010904789526437,-1.2741139448608605,-0.45278229815424414,1.9884792802320588
Homeostatic_Act,2.290331219503343,4.041756781944144,KO4,0.14860525451218554,0.023296629651309075,-0.10840808296041782,-0.6745454504051219,0.06433837471433906,2.2494651880541965
DAMs,10.722312343462196,8.365764851420973,KO12,1.1171927243622455,0.6701638734278254,-0.22245291315979232,-1.4703317683628678,0.7145516212013344,-0.9391776785400118
DAMs,9.32902194384398,7.5170303156327325,KO38,1.8537672175785718,0.3061426944219468,-0.275202519202801,-0.10925781420903251,-0.922346056700645,0.04549733915492338
DAMs_Inf,9.536111565145418,-0.5616828410376199,KO18,1.2749659866989258,-1.0251797826643756,0.8013404433347352,0.9751635829127805,1.02816267593744,-0.9786779969955435
DAMs1,7.422893173134187,4.411724836776916,KO5,0.7392281176049615,1.531869875612289,0.8662601510336582,-0.7558425370917141,-0.3392859540017897,-0.5922191163686998
DAMs2,10.340586374919376,1.9380815417425534,CTRL,1.651865072928157,0.4011210243205034,0.22678246048397752,-0.9237279280592057,-1.0909502727527127,-0.6227402102794792
DAMs1,9.417050620403165,4.548362728067881,KO34,-0.8384737400981025,-1.2042213385888998,0.16131537560118334,0.23306827526978013,-0.11166999688123024,-0.05325445129723402
Homeostatic_Act2,2.506721685001681,2.351260666128238,KO38,-1.160580936363876,-1.4867636038254628,-0.04581335957367774,0.24731074276562476,1.045000714593698,1.1109270912437466
DAMs,11.015216379538982,9.253641107639234,KO30,1.6862051688491757,-0.40850160529324464,-0.14517203069592954,0.11164564475031982,-0.33683004742114264,-0.028842370859386346
Homeostatic_Act2,5.2282118419232155,1.4699189208703427,KO5,-0.2723476734628936,-0.41152690312858053,0.4242565068274125,0.3280151120496673,0.736900752820626,-0.590520795564494
DAMs_Inf,6.144255695373056,0.013788657372081459,KO28,-0.5105048801186259,1.5098822828412313,0.9875937008488889,-0.2856961405723744,-0.4990610720658387,-0.9466733812809405
DAMs_Inf,9.027743089598063,-0.2569776544037058,KO35,-1.5212565124971673,0.03275536346895408,0.8281728520494718,2.198148179678179,-0.2674984009521436,-0.12332698702196188
DAMs_Inf,7.637241499873767,-0.7571904312857435,CTRL,-1.0115192994769213,-0.1314176409979484,1.8955762677123853,-1.242333508986993,1.2427271407204439,-1.6156648277675976
Homeostatic_Act,1.5964282147537694,0.41318653164330765,KO30,0.5660442084369298,-0.5698103608120915,0.7804559576367556,-0.7173791500857379,1.7493158793141337,-1.803212381561683
Homeostatic_Act,2.3480592073518967,0.7119124248328608,KO23,-0.9056697081573546,-0.41782027717192943,-1.3918273769894989,0.5012106032376435,-0.16296403695366807,1.364767015393797
Homeostatic_Act,1.9532279614677452,2.48552971922489,KO25,-0.9941564705252857,-0.24425039520792954,-0.9233612945636975,-0.20568122060316357,0.5562045425162476,0.6380471857663796
DAMs2,10.21521690853864,2.096075318034494,CTRL,1.0776539496032975,1.166069532056992,-0.2138873045255562,0.9128227014759003,0.6780590077732012,0.10984666102352436
Homeostatic_Act,1.7973953915006375,3.0433430942740936,KO2,-0.234981356544186,-0.8463051935167327,0.3570526371428252,0.04567497863219863,0.8287135969964516,0.04687299491403896
Homeostatic_Act,2.4071110598857848,3.2644100559051212,KO22,-0.819297545028164,-0.2028078029266128,-0.049203423506483546,-0.3622474787532727,0.8516852496775651,1.4604476206268533
DAMs,10.036816567141631,8.39393444189654,KO4,-0.4627644994344067,0.4071544970314517,-1.0595540125126766,-0.28719763662822223,-1.2552819399942239,0.41875178579807315
DAMs_Inf,9.062399889840625,0.5053210912993075,KO33,1.0179411009242236,1.709902264410021,0.7020951432580391,1.6666498570181523,-0.9285982405364177,-2.1682499824702384
DAMs2,10.242639374602481,2.409306767676848,KO12,1.8254772572374491,-0.056009849104903475,0.5571780561810089,-0.33458699867157693,0.2070975903306485,-0.6235875445715385
DAMs_Inf,9.555774270263239,1.4816916672704301,KO30,-0.18274615284773138,-0.7990275507922109,0.16812617927722456,-0.6420716152644104,-0.595064813760822,-0.9842820367931728
Hom_Inf,0.53402660428682,0.4082062427163218,KO38,-1.848038412650739,-0.5341965729740665,-0.23469792694171973,0.349810031202451,0.6164478872355753,-0.5514030246811558
DAMs2,9.92477559051943,1.2149188569888565,KO23,-0.4730758873739562,-1.1333171090242598,1.8782056946593757,0.017160598659137164,0.5116043965638766,-1.2660090070985173
DAMs_Inf,7.588251887825662,1.3597016682021779,KO11,-0.521276939842745,-0.6956467744188108,-0.2865854429801621,-1.821413198074905,-0.6303227082833247,-0.03945636454807755
DAMs_Inf,7.062998382086457,0.6406350770332682,CTRL,0.089808369544762,-0.669622631011707,0.7137402663888227,0.5047775131234247,1.384299092542069,-0.5071836131771981
DAMs2,9.859618374391916,2.2776105321991422,KO30,0.5644193626410252,2.062851470396048,0.6399624324042699,-1.448410038507065,-0.7232050084703293,-1.7003569079486267
Homeostatic,2.0135532134811127,5.730600178065364,KO24,0.5638083340048916,-0.17861423781199692,-0.5357449806184673,0.6898687850199142,-0.06094912672525914,2.0393797536503198
Homeostatic,4.629437538637878,8.769139215625984,KO16,-1.4402529760230092,-0.498512017198621,-0.21088233366899412,0.18475978575916016,-0.26078712870661996,3.4243907212779794
DAMs2,11.272929051729987,2.1864694457764036,KO5,-0.6441689536449877,-0.4187946639612549,0.10918501067151531,-0.9333332514601659,-0.10500600156327022,-0.3612863347495964
DAMs_Inf,7.563794426126021,0.734809773165451,KO11,0.3846631531590475,0.2416755099142921,-1.5955713136404657,-0.05849178720145071,1.7010858508123752,-0.09041965971356825
Homeostatic_Act,1.92340092018718,2.6310367461619757,KO37,-0.6688680244480192,0.6708836056959029,0.3107256774761845,0.4689519346944079,0.4307703220950929,2.2384011555710885
DAMs_Inf,7.352372857953375,0.5348739702815912,KO9,0.9157813368830976,0.684323084594178,0.3412904576975113,-1.0363852189298604,0.6529204458135961,-2.0806867096930395
Homeostatic_Act2,3.1204439629905014,3.0004519234557425,KO18,-1.6864951123492933,1.0463449754591758,-0.9585481031407821,0.8012295718523473,0.8242525106054825,0.4007099602687709
Homeostatic,3.2227458947204357,8.634692056893956,KO6,-2.525450555429945,0.585968312963528,-0.09899870302162306,0.3010784598763816,-0.2715660162180421,1.6538265034967088
Homeostatic_Act,2.2797889348014917,4.999354599583292,CTRL,-0.06403883768469165,-0.8570744431389509,-0.01859136470361602,-0.5701397567166325,0.3194808851045805,1.438273032364265
DAMs_Inf,5.30028897793134,-1.2187045612795218,KO28,1.2014357508883646,0.9573041375679365,0.3227916297195097,-1.6903346953344403,0.6797795612538633,-0.46567072249546726
Homeostatic_Act,1.5522817295049387,2.801325689592987,KO15,-1.8866854011504843,0.43357494608736824,0.2896876285762843,-0.24444695356223828,0.742556257326567,0.4566685391249752
Homeostatic_Act,1.118684431653629,4.058638452490072,KO18,0.33409979891736585,0.6495458601922763,-0.553435099763937,0.39119683033122543,0.6294759113122166,-0.03333444268406294
Homeostatic,3.6808431197209717,9.359246771956752,CTRL,0.16786435932598942,-1.2916523512188882,-0.5209638700915097,0.16418466497967457,0.17441934747220547,1.877626201917621
Homeostatic,5.679898305667544,6.859748941942474,KO5,-0.07861979287689708,-0.35774319086277806,-0.5275090940209881,-0.12875426058221467,0.9189853227826934,0.7728177184625087
Homeostatic_Act2,6.358107203953383,2.925943874341461,KO16,-1.2076114124700843,-0.07911277050018087,-0.3191471315589115,-1.1131583545354051,1.0844011718224174,0.13836448075973407
DAMs,9.099593809557888,7.033116985515689,KO38,1.6305894804150654,0.21423460382373816,-1.4302535477925973,-0.162509488128334,-2.116766930109555,-0.7876151770709001
DAMs_Inf,9.516184431773347,0.8835031771299642,CTRL,-0.3586338792491824,2.581061990785898,-0.6717541723183297,0.22314929938916747,-0.47129264447551544,-0.2313147226321764
Homeostatic,3.95766492271793,8.848935905076976,KO17,-1.0824502405148435,-0.40079534420186824,-0.5607795954699006,0.7695886083448289,0.34356532634505776,1.7086909422030332
Homeostatic,4.104494275786506,8.08880673636314,KO8,-1.003679386797025,0.030871529495752892,-0.4428997491430411,-0.6688034116787239,-0.4235116308735293,0.856898643607537
DAMs,9.32663968611358,6.055272169605694,KO19,0.6870693176936028,0.8541487849088687,0.008013352243790905,-1.4368908015306665,-1.1313668521496458,-1.9013285733809715
DAMs2,10.371137738750516,1.4735175283345916,KO21,0.4155905991880471,-0.46922276631900356,-0.776391042481414,0.43401227725236546,-0.24839470727058255,-1.1739231007733366
DAMs,10.79817866505707,7.057161592872509,KO10,0.8337536761258836,0.7287157893527765,0.5628720027202823,0.31452644393970114,-0.9696052791795089,-0.4643559723109094
DAMs,11.442341538105667,7.916892249165579,KO15,0.8340979798468088,0.14028526571034025,-1.0589738252766963,0.5771221422452181,-0.8186681364761872,-1.297908899916115
Homeostatic_Act,0.8118499598966267,3.737386808008039,KO11,-0.5229482855053824,-0.8822666344476777,0.28940791095395757,0.6581019610738491,0.30832339210861526,0.8983300930843824
DAMs_Inf,7.799723214237935,-0.18936392085038056,CTRL,-1.1922839182020288,-1.691571529325449,-0.29732446275762614,1.348808820064443,1.6622128568461945,-1.6197585825522665
DAMs_Inf,5.949027807981517,-1.2910190110266733,KO25,-0.40496014757681625,0.8412683609063212,1.1944743930576487,0.9017425157307566,0.24450980072589282,-0.08711863257246533
DAMs_Inf,4.76098581749356,1.187249274320649,KO11,0.17630890484645628,-0.19189423704268577,0.6975188487067843,0.2975690836607359,0.7386317966725383,-0.761424996769578
Homeostatic,4.65403007249992,8.209964301861067,KO3,-0.9917918427903006,-0.9251250688195478,-0.6289051585979976,-0.17062464584302495,1.7426736681496338,1.315263120359773
Homeostatic_Act,0.6875175936803953,1.0401250162515634,CTRL,-0.8560832027628307,-1.305156687669828,0.5474106450846146,-0.5121681391202033,-0.487968702442324,1.5221312250752677
DAMs,9.616280799575305,8.107705853824417,KO21,0.5958419020083722,-0.5910387129310944,0.6305616922882744,0.43815353459644274,-1.3107423439432946,-1.0746842742385192
Homeostatic_Act2,2.478770242565934,2.5837334855419116,KO26,0.30113904619375803,-1.0250257151307138,-0.31077491190700746,-0.09831292961299239,0.4526351268082178,1.0043839906382153
Homeostatic_Act,-0.2911618920034489,2.4966930255337973,KO7,-0.6343534207025815,-0.14218153186721597,0.6850369990263888,1.2007175665362377,0.18061246465275,0.44308776936999295
Homeostatic_Act,0.43224017169172446,5.470476419760321,KO31,-0.5988064259311487,-0.7043816781052006,1.1676588286772622,0.06512993647704463,-0.2341366983936522,0.5258598062072133
Homeostatic,4.649341808646867,8.716656151591561,KO20,-0.1788036642236237,-1.4442282270511726,-0.652813399063837,0.27405603364937847,0.1137191236332592,1.369494521438729
DAMs_Inf,4.4193528457134725,-0.22990431182026239,KO13,-0.8797219912793172,-0.21784552539897922,0.5868535529949458,0.7803856567770895,-0.0705096516614919,1.443044620841281
DAMs_Inf,8.488957574675501,0.9810429470643116,KO9,-0.8740209787757717,-0.2474056795511756,0.7624431021772273,0.20158610342693206,-0.20767514868968623,-2.192156176598899
Homeostatic_Act,0.4020681790040562,2.0627347361272426,KO4,-1.764106287371927,0.8947848976030728,0.09076848079748939,-0.8702504511051045,0.05884754692596483,3.1907838587075403
DAMs_Inf,6.6637802160426896,1.875219298109141,KO5,0.24835427009931643,-0.5035083624110608,0.5789901510256148,-1.402511216403596,1.4222594638008212,0.2640726876514028
Homeostatic_Act2,2.868944787021232,3.2193658362259203,KO12,0.2445947881891391,-0.3622896061635672,-0.07559595284065077,-0.9448361474568377,1.2463349784833235,0.6736951518386023
DAMs2,9.63405212579325,2.3752372480790154,KO13,0.4008984255489478,1.2953103941696054,0.21826051493780324,0.2693973147862699,0.3605002667718012,-0.4462290304612705
Homeostatic,3.108130297053393,7.191287297950275,KO2,-0.7333370777538037,-0.34783708693895043,-0.1396501115301484,-1.1621313438202072,-0.285681318774135,0.8824045356484979
Homeostatic_Act2,3.973386366787934,5.426470698670077,KO23,-0.5941813926687567,-1.1396151682549664,-0.5046729267371058,-0.15352853128540406,0.42275110891574696,0.32276210902791447
DAMs2,9.841596471196187,1.9602752308578872,KO22,1.0694719564723068,0.08112211355099397,0.5637448355784634,1.24507178283243,0.3815978441793639,-0.5985517169376655
DAMs_Inf,6.8793098991333315,-0.7181997225062847,KO23,-0.09022061560683159,1.7946069586122888,1.5663289775178115,-1.3924117577444952,0.47411608288491625,-0.9571830228516218
Homeostatic_Act2,5.39034805736671,1.6591997318033542,KO4,-1.1214454407110663,-0.858312225028351,-0.19928055663246205,-0.28986286924694427,-0.022646741183613206,-0.17703834832947177
DAMs,10.936999141125956,8.898495879132177,KO15,2.026775881287456,-0.39845612513258943,-0.21267707963468493,0.9299099283478354,-1.127057500985888,-0.7499570334626399
DAMs2,10.777076669282883,2.9768454288289066,KO32,0.6256175262073591,0.34309804168890523,0.09038371074544743,0.9539866245093844,-0.25121966377328464,-0.5453856806990404
Homeostatic_Act2,4.032830589435989,2.6784666253932947,KO6,-1.1295657908362449,0.31599909855627983,-0.961554089542711,-0.15026644015894947,0.13593738558888374,-1.136601442157891
Homeostatic_Act,0.8544441565914482,1.8419175287037222,KO31,0.45563384873930757,-0.3190113430766916,0.10891244739715919,0.10362357157214547,0.48689331359075655,1.69807217559586
DAMs_Inf,8.118096897155308,0.7853942141310222,KO8,-0.019950798656570623,1.048245164785953,0.605429626519981,0.000341225500108705,1.2436009090680757,-1.804237559294539
DAMs_Inf,6.7989872048024935,-1.9590068181873184,KO24,-0.7026323578267638,0.32237721788256335,-0.7522206641213075,0.04896731825941064,0.2340704508611315,-1.0491592518955675
Homeostatic_Act,3.0141085931537166,2.9380249174064725,KO22,-0.5445219687573296,-0.8730293830228135,-0.9847921110829649,-0.4150828037469358,0.6858336979870738,1.759272885366456
DAMs2,9.519801962843523,1.6228173383449136,KO13,1.0670225642054305,0.7887110342394262,-0.881269073565266,-0.16211995122102224,-1.3706933721493015,-0.8127323622965757
Homeostatic_Act2,4.048639268270275,1.5748714405547901,KO19,-0.5785050888505197,-0.8960756133125425,0.6417744945826227,-0.7361084693070014,0.12306891028307157,0.4158156141913849
DAMs_Inf,8.194771311620482,2.8631739206520392,KO25,-0.2470226606399225,1.4990592181944855,1.898751613401731,1.2060089164420478,-0.6975092905101807,-0.49200197403132023
DAMs,12.265534209848234,6.351897189091563,CTRL,0.6667781439901299,-0.3171350391786807,-0.4006164492472831,0.17476515689473468,-0.5385700921524842,-0.7789539077328838
Homeostatic_Act,1.219451062041169,2.109202699023598,KO39,-0.268149097653602,-1.1013597695807413,-0.38120659890760794,0.1484668460332726,1.5547296575536562,-0.47584922953621633
DAMs_Inf,7.602000480325659,-1.3079297225437454,KO37,-0.8456214175507846,-1.0385453518407142,0.8173731918321906,1.0988657614514694,-0.4738146236605475,0.03437100886108868
DAMs_Inf,7.366350879872546,-0.09011206122967452,KO32,0.7197658813107743,-0.8774174360960818,-0.006323211671149465,0.9248225049504883,0.10546766133682085,0.508459184382908
Homeostatic_Act,1.636159952812703,1.687481283883397,KO33,0.08175629146623709,0.37936159734286645,-0.1752994627917943,-0.18047868289211455,0.13814746196212813,0.16897718088938618
DAMs1,9.26062054470771,3.0599070626946894,KO31,0.42663568599198054,-0.058764869585321455,-0.9320441045777864,0.5708677332807137,0.12554402807454157,-0.3841370420912104
Homeostatic_Act,1.66908598240427,2.090056440541332,KO3,-1.2755651969097257,-0.7201194004487821,0.581434427468698,-0.09969157636498763,0.9400086135389589,0.838440051204123
DAMs,8.627413227848546,7.032105879623419,KO14,-0.43773483068174635,-0.1322618331109681,-0.6528302650853972,0.4247534502740491,-1.1570365161442102,-0.40947161936751403
Homeostatic,4.037379820798172,10.88193114131974,CTRL,0.10982937266057186,-0.2760667270103255,-0.002709599832171783,1.9055493071208274,0.925879029829093,1.2663381307465083
Homeostatic_Act,3.040548028200504,4.573937833649542,KO27,-0.24718442218786058,-0.3130401379200993,-0.4296448825647286,-0.7796658784679239,0.6535790582009846,-0.08271143711951867
DAMs1,8.18255314674069,3.8236331875645124,KO7,0.7593170514978272,-0.6983282931557871,-0.6565747018430533,0.4690599755005223,0.33901374145076874,-0.05408725338222056
DAMs1,8.298552868188725,5.144030152743776,KO14,0.952622016472647,0.5323690870331237,-0.8163505378083755,-0.6262785474455765,-0.28423502353394703,0.7652727925909792
Homeostatic_Act,0.7832338684187246,2.539634638477587,KO9,-0.7571060276839372,0.2905988387173174,0.4268625533183946,0.531947327833423,1.2586502138653517,2.144807565302239
DAMs,10.69523069875564,6.265653824636313,CTRL,0.33642290808539344,0.3275635487284462,-1.2903113313408061,0.13377969649740343,-0.08684556977951058,0.022382326609437175
Homeostatic_Act,1.1516636687207438,0.9944735924474501,KO25,0.009663271561480058,-0.662583004973464,-0.05877674177114797,-0.9483263755859754,0.8187564050891313,1.982050594617089
Homeostatic_Act,1.2730491067566063,0.7562759804369625,CTRL,-2.0365914226943467,-0.3724510488246496,-0.16561423175532214,-0.9156594321848835,-0.14975464461221683,0.31765627421000936
DAMs_Inf,5.410914291698374,2.583109879804224,KO8,0.8449074843737607,-1.628241208680366,-0.5764146355100143,-0.08785682390015526,-0.5102417718487622,0.3006276249960683
DAMs,11.303567260708018,6.098394676706317,KO29,0.9465911621080082,0.6800288992404255,0.24191689067093797,0.613151945226534,0.025681234976045908,-0.8011064951185576
DAMs,10.11784482895462,6.836298243123308,KO4,2.0667702419396834,0.07596429350613154,-0.8970167840931049,-1.4296601018468258,1.4094761248411545,-0.21404573218307882
DAMs_Inf,6.400072160648528,0.31421319288919747,KO32,-1.6410309778318999,-0.3179828725920815,0.8393253650105527,-1.346385859408309,-0.9161997782444256,-1.352816989548325
Homeostatic_Act,2.5698710303459773,5.578744651981847,KO20,-0.6411376783760302,-0.35301727737362576,0.09368703638707826,0.10245676908270779,-0.5864677647552934,2.3019444951523407
Homeostatic_Act2,4.686259747892083,3.080359435797473,KO7,0.27890509723462215,0.8774137621329139,0.1512329263153514,-1.2710319569735038,-0.2468263399773215,0.6253781197456296
DAMs_Inf,8.268346703283248,-1.0747240713352348,KO7,-0.8501747276219405,0.4451148503551106,0.39890235297222293,0.704011232489368,1.0326220874953476,0.09857435342323206
DAMs_Inf,6.5809659598338675,1.6811112259135403,KO40,-1.3393656210207174,0.39297230060614874,1.8506967660819313,0.8333653668631664,-0.44134138752219987,-0.4131792832049402
DAMs,11.825634897615819,7.868385916042527,KO13,1.3991326989177213,0.1289719581727736,-0.8997297568030964,-0.8130149902178684,0.3873824249806177,-0.5069339826275064
Hom_Inf,2.469012565786727,1.2405873062719617,KO1,-0.35172362142951885,-1.4048786201798664,1.3909638079147006,2.461914288395249,-0.38451872568259615,-0.7177927408555237
DAMs_Inf,9.060223327782987,1.6485963891987694,CTRL,-0.6090494658163392,0.4341647142752237,0.202560541424243,-2.499130826677948,0.13520163583043923,-1.137569127470313
Homeostatic,4.141730926015364,9.496234581279756,KO38,-2.4103027073181416,0.42103826073295364,-1.2987251748045074,-0.22485931051485789,-0.21981416942895837,0.8611480690006887
Homeostatic,4.396925169473413,7.439177720069639,KO16,-0.906832549850387,-1.1711765582399898,-0.6482572883479286,-0.1460988868071439,1.078635086805706,0.8570466544375308
DAMs_Inf,10.559070605771694,-0.26085481540221955,KO1,-0.12023164841908711,-0.9486231830123322,-0.2193105442482549,-0.7215484410494142,0.26851249411512573,-0.8309570377348587
Homeostatic,4.415528616479459,6.8221089798882915,CTRL,-1.109426614901334,0.2278320381610714,-0.9477431922099018,0.628070060958443,-0.4643849648172162,2.2036072972176424
Homeostatic_Act,2.786476003012406,2.4271758911307066,KO3,-0.9877257903613356,0.11024447347665839,-0.2958474266227306,0.9545973158500791,0.6568192286838737,0.7708544115951518
Homeostatic,6.901989250974348,7.929053365799232,KO26,-0.4549044098433299,0.9274474991931978,-0.7858422606039334,0.3906419086480055,0.9368014403514376,1.3703247798913774
Homeostatic,2.8304457563649636,8.227263249343272,KO6,-0.6669093808619015,-0.6562395033597253,-0.48002469171326545,-0.21825408213387668,0.18831012876234543,1.5290321038310788
